482,278,537,416
485,274,529,419
479,272,526,421
477,270,522,425
469,269,514,428
467,262,511,424
465,263,505,427
462,255,504,434
458,260,501,434
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
358,265,394,441
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
414,259,448,434
408,267,445,435
398,273,444,428
399,271,440,422
393,275,432,418
390,276,432,422
373,280,420,424
362,282,421,424
359,280,414,420
357,277,410,423
358,274,402,424
359,270,400,426
354,272,395,423
353,270,392,425
345,275,393,424
341,276,395,424
338,278,396,422
322,276,385,412
325,285,398,411
331,295,399,418
348,290,396,421
356,289,396,415
363,289,396,402
364,290,395,401
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
290,275,320,398
NaN,NaN,NaN,NaN
276,277,317,402
276,280,314,398
267,280,310,400
261,280,304,404
253,281,299,396
248,286,292,398
242,281,287,399
239,283,285,413
238,276,273,424
236,273,274,427
230,266,264,430
222,271,263,430
218,273,259,428
208,266,257,421
201,274,249,417
203,278,247,412
195,278,233,399
192,286,229,398
185,289,225,405
178,280,221,409
172,278,218,404
171,277,215,407
170,277,200,413
165,276,201,422
159,279,198,417
150,276,195,423
136,277,194,424
134,278,194,426
124,278,182,422
123,281,178,420
113,282,169,419
116,281,162,412
108,280,157,417
104,277,154,425
96,275,146,436
94,272,142,432
87,273,134,441
85,269,133,438
77,275,128,435
75,280,127,425
65,283,115,415
56,281,108,412
52,284,102,418
53,284,96,414
44,279,92,413
38,280,89,415
30,279,85,419
31,281,70,421
30,278,70,420
22,278,67,415
12,281,64,418
10,283,61,420
0,280,51,425
-2,281,50,424
-3,280,40,421
-4,287,35,417
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
