1,0,0,0
210.48,171.65,75.537,196.24
212.37,175.44,75.244,194.15
210.82,174.67,77.302,195.15
210.82,174.69,77.869,195.43
213.87,173.75,74.805,195.78
211.65,173.42,77.006,196.43
210.96,173.78,76.328,196.37
214.75,173.11,73.127,196.79
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
216.58,237.54,88.772,142.17
201.92,234.84,91.172,144.87
199.5,222.18,92.509,147.97
187.56,195.06,89.372,141.27
187.56,192.96,91.172,143.37
203.89,195.35,76.979,123.01
209.95,190.78,77.701,136.93
210.62,187.56,78.272,148.77
212.54,192.88,74.263,144.34
211.22,189.66,76.772,146.67
220.27,196.48,69.827,136.8
222.9,191.79,76.624,145.42
230.75,196.68,73.188,136.8
233.73,198.86,69.845,133.75
236.39,200.4,67.125,131.81
242.95,194.29,74.249,141.12
236.64,193.56,81.572,142.77
245.43,204.79,73.379,126.31
250.96,205.07,73.42,127.41
255.08,211.07,66.808,110.36
253.58,207.77,68.308,113.66
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
323.87,195.73,44.963,135.47
324.17,199.63,47.363,131.57
322.67,206,47.363,131.42
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
268.49,175.49,83.796,183
265.52,170.75,88.522,187.34
279.8,173.48,85.317,184.91
287.9,172.99,80.395,185.23
291.6,174.87,75.71,180.19
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
239.25,221.82,101.53,120.92
239.85,219.12,100.33,123.62
251.57,215.61,100.24,128.46
259.22,205.51,102.25,136.11
274.49,202.1,98.232,138.17
288.34,200.48,93.445,137.07
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
307.56,180.76,57.002,159.41
306.66,182.26,57.302,159.41
307,185.75,60.582,155.11
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
413.08,218.05,85.718,107.6
429,230,79,90.286
351.3,162.68,187.62,214.57
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
455.28,178.69,119.9,175.82
464.73,163.49,126.56,190.37
489,217,80,114.29
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
433,230,65,102.14
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
338.88,204.44,55.38,123.12
341.66,204.48,54.708,123.85
344.73,201.36,58.642,126.47
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
353.54,192.6,55.247,141.67
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
327.85,219.14,83.68,106.95
326.2,218.15,86.154,108.06
323.45,208.72,96.524,127.56
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
340.89,197.15,95.201,145.59
342.69,208.59,93.401,147.54
339.09,208.29,97.001,150.09
342.69,209.49,93.401,148.89
328.2,208.77,94.715,151.43
314.45,195.43,90.331,147.28
298.66,201.63,93.148,129.76
283.19,203.63,93.549,145.7
261.68,228.88,83.13,127.78
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
306.83,121.92,106.89,270.67
326.51,176.48,93.566,233.14
335.6,177.03,96.395,240.1
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
391.09,164.2,104.93,239.17
388.95,167.78,106.89,240.24
389.66,182.01,105.39,232.2
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
371.76,149.07,132.95,267.38
378.73,150.87,149.82,294.78
376.55,152.81,155.16,302.77
378.85,148.1,169.75,325.72
379.72,132.73,177.25,334.89
394,142.44,165.74,318.01
401.68,149.81,155.16,305.77
